[2026-03-19T09:36:44.019+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-19T09:36:44.071+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-03-19T09:31:00+00:00 [queued]>
[2026-03-19T09:36:44.083+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-03-19T09:31:00+00:00 [queued]>
[2026-03-19T09:36:44.085+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-03-19T09:37:17.509+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904089.json to Snowflake stage
[2026-03-19T09:37:17.632+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904099.json to Snowflake stage
[2026-03-19T09:37:17.754+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904109.json to Snowflake stage
[2026-03-19T09:37:17.875+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904119.json to Snowflake stage
[2026-03-19T09:37:17.993+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904129.json to Snowflake stage
[2026-03-19T09:37:18.112+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904139.json to Snowflake stage
[2026-03-19T09:37:18.344+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904149.json to Snowflake stage
[2026-03-19T09:37:18.470+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904159.json to Snowflake stage
[2026-03-19T09:37:18.646+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904169.json to Snowflake stage
[2026-03-19T09:37:18.764+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904179.json to Snowflake stage
[2026-03-19T09:37:18.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904189.json to Snowflake stage
[2026-03-19T09:37:19.120+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904199.json to Snowflake stage
[2026-03-19T09:37:19.239+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904209.json to Snowflake stage
[2026-03-19T09:37:19.397+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904220.json to Snowflake stage
[2026-03-19T09:37:19.552+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904230.json to Snowflake stage
[2026-03-19T09:37:19.733+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904240.json to Snowflake stage
[2026-03-19T09:37:19.864+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904250.json to Snowflake stage
[2026-03-19T09:37:20.211+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904260.json to Snowflake stage
[2026-03-19T09:37:20.378+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904270.json to Snowflake stage
[2026-03-19T09:37:20.551+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904280.json to Snowflake stage
[2026-03-19T09:37:20.733+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904290.json to Snowflake stage
[2026-03-19T09:37:21.090+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904300.json to Snowflake stage
[2026-03-19T09:37:21.262+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904310.json to Snowflake stage
[2026-03-19T09:37:21.423+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904320.json to Snowflake stage
[2026-03-19T09:37:21.620+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904330.json to Snowflake stage
[2026-03-19T09:37:21.769+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904340.json to Snowflake stage
[2026-03-19T09:37:22.025+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904350.json to Snowflake stage
[2026-03-19T09:37:22.171+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904360.json to Snowflake stage
[2026-03-19T09:37:22.294+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904370.json to Snowflake stage
[2026-03-19T09:37:22.417+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904380.json to Snowflake stage
[2026-03-19T09:37:22.590+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904390.json to Snowflake stage
[2026-03-19T09:37:22.764+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904400.json to Snowflake stage
[2026-03-19T09:37:22.954+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904409.json to Snowflake stage
[2026-03-19T09:37:23.099+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904420.json to Snowflake stage
[2026-03-19T09:37:23.345+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904430.json to Snowflake stage
[2026-03-19T09:37:23.492+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904439.json to Snowflake stage
[2026-03-19T09:37:23.698+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904449.json to Snowflake stage
[2026-03-19T09:37:23.827+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904460.json to Snowflake stage
[2026-03-19T09:37:24.009+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904470.json to Snowflake stage
[2026-03-19T09:37:24.171+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904480.json to Snowflake stage
[2026-03-19T09:37:24.356+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904490.json to Snowflake stage
[2026-03-19T09:37:24.505+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904500.json to Snowflake stage
[2026-03-19T09:37:24.680+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904510.json to Snowflake stage
[2026-03-19T09:37:24.833+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904520.json to Snowflake stage
[2026-03-19T09:37:25.034+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904530.json to Snowflake stage
[2026-03-19T09:37:25.429+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904541.json to Snowflake stage
[2026-03-19T09:37:25.632+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904551.json to Snowflake stage
[2026-03-19T09:37:25.802+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904561.json to Snowflake stage
[2026-03-19T09:37:25.956+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904571.json to Snowflake stage
[2026-03-19T09:37:26.154+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904581.json to Snowflake stage
[2026-03-19T09:37:26.337+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904592.json to Snowflake stage
[2026-03-19T09:37:26.506+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904602.json to Snowflake stage
[2026-03-19T09:37:26.668+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904613.json to Snowflake stage
[2026-03-19T09:37:26.816+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904623.json to Snowflake stage
[2026-03-19T09:37:26.946+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904633.json to Snowflake stage
[2026-03-19T09:37:27.138+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904643.json to Snowflake stage
[2026-03-19T09:37:27.301+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904654.json to Snowflake stage
[2026-03-19T09:37:27.464+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904664.json to Snowflake stage
[2026-03-19T09:37:27.642+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904675.json to Snowflake stage
[2026-03-19T09:37:27.861+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904685.json to Snowflake stage
[2026-03-19T09:37:28.057+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904696.json to Snowflake stage
[2026-03-19T09:37:28.260+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904706.json to Snowflake stage
[2026-03-19T09:37:28.412+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904717.json to Snowflake stage
[2026-03-19T09:37:28.599+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904727.json to Snowflake stage
[2026-03-19T09:37:28.727+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904738.json to Snowflake stage
[2026-03-19T09:37:28.885+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904748.json to Snowflake stage
[2026-03-19T09:37:29.043+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904758.json to Snowflake stage
[2026-03-19T09:37:29.392+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904769.json to Snowflake stage
[2026-03-19T09:37:29.646+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904779.json to Snowflake stage
[2026-03-19T09:37:29.846+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904789.json to Snowflake stage
[2026-03-19T09:37:30.047+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904799.json to Snowflake stage
[2026-03-19T09:37:30.201+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904810.json to Snowflake stage
[2026-03-19T09:37:30.369+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904820.json to Snowflake stage
[2026-03-19T09:37:30.558+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904830.json to Snowflake stage
[2026-03-19T09:37:30.743+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904840.json to Snowflake stage
[2026-03-19T09:37:30.881+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904851.json to Snowflake stage
[2026-03-19T09:37:31.034+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904861.json to Snowflake stage
[2026-03-19T09:37:31.198+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904871.json to Snowflake stage
[2026-03-19T09:37:31.387+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904881.json to Snowflake stage
[2026-03-19T09:37:31.567+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904891.json to Snowflake stage
[2026-03-19T09:37:31.876+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904901.json to Snowflake stage
[2026-03-19T09:37:32.037+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904911.json to Snowflake stage
[2026-03-19T09:37:32.222+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904921.json to Snowflake stage
[2026-03-19T09:37:32.366+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904931.json to Snowflake stage
[2026-03-19T09:37:32.579+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904941.json to Snowflake stage
[2026-03-19T09:37:32.735+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904951.json to Snowflake stage
[2026-03-19T09:37:32.887+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904962.json to Snowflake stage
[2026-03-19T09:37:33.055+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904972.json to Snowflake stage
[2026-03-19T09:37:33.302+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904982.json to Snowflake stage
[2026-03-19T09:37:33.448+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904993.json to Snowflake stage
[2026-03-19T09:37:33.687+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905003.json to Snowflake stage
[2026-03-19T09:37:33.875+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905013.json to Snowflake stage
[2026-03-19T09:37:34.013+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905024.json to Snowflake stage
[2026-03-19T09:37:34.276+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905034.json to Snowflake stage
[2026-03-19T09:37:34.863+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905044.json to Snowflake stage
[2026-03-19T09:37:35.032+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905054.json to Snowflake stage
[2026-03-19T09:37:35.153+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905064.json to Snowflake stage
[2026-03-19T09:37:35.336+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905075.json to Snowflake stage
[2026-03-19T09:37:35.479+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905085.json to Snowflake stage
[2026-03-19T09:37:35.671+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905095.json to Snowflake stage
[2026-03-19T09:37:35.824+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905106.json to Snowflake stage
[2026-03-19T09:37:35.979+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905116.json to Snowflake stage
[2026-03-19T09:37:36.138+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905127.json to Snowflake stage
[2026-03-19T09:37:36.314+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905137.json to Snowflake stage
[2026-03-19T09:37:36.458+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905147.json to Snowflake stage
[2026-03-19T09:37:36.611+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905157.json to Snowflake stage
[2026-03-19T09:37:36.751+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905167.json to Snowflake stage
[2026-03-19T09:37:36.921+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905177.json to Snowflake stage
[2026-03-19T09:37:37.071+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905188.json to Snowflake stage
[2026-03-19T09:37:37.191+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905198.json to Snowflake stage
[2026-03-19T09:37:37.336+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905208.json to Snowflake stage
[2026-03-19T09:37:37.545+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905218.json to Snowflake stage
[2026-03-19T09:37:37.795+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905227.json to Snowflake stage
[2026-03-19T09:37:37.952+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905237.json to Snowflake stage
[2026-03-19T09:37:38.729+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905248.json to Snowflake stage
[2026-03-19T09:37:38.944+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905258.json to Snowflake stage
[2026-03-19T09:37:39.104+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905268.json to Snowflake stage
[2026-03-19T09:37:39.415+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905278.json to Snowflake stage
[2026-03-19T09:37:39.612+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905288.json to Snowflake stage
[2026-03-19T09:37:39.766+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905298.json to Snowflake stage
[2026-03-19T09:37:39.934+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905308.json to Snowflake stage
[2026-03-19T09:37:40.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905317.json to Snowflake stage
[2026-03-19T09:37:40.285+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905328.json to Snowflake stage
[2026-03-19T09:37:40.473+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905338.json to Snowflake stage
[2026-03-19T09:37:40.600+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905348.json to Snowflake stage
[2026-03-19T09:37:40.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905358.json to Snowflake stage
[2026-03-19T09:37:41.064+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905368.json to Snowflake stage
[2026-03-19T09:37:41.179+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905378.json to Snowflake stage
[2026-03-19T09:37:41.349+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905388.json to Snowflake stage
[2026-03-19T09:37:41.480+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905398.json to Snowflake stage
[2026-03-19T09:37:41.659+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905408.json to Snowflake stage
[2026-03-19T09:37:41.788+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905419.json to Snowflake stage
[2026-03-19T09:37:42.301+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905429.json to Snowflake stage
[2026-03-19T09:37:42.435+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905439.json to Snowflake stage
[2026-03-19T09:37:42.564+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905449.json to Snowflake stage
[2026-03-19T09:37:42.720+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905459.json to Snowflake stage
[2026-03-19T09:37:42.885+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905469.json to Snowflake stage
[2026-03-19T09:37:43.108+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905479.json to Snowflake stage
[2026-03-19T09:37:43.340+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905489.json to Snowflake stage
[2026-03-19T09:37:43.555+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905499.json to Snowflake stage
[2026-03-19T09:37:44.379+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905509.json to Snowflake stage
[2026-03-19T09:37:44.614+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905519.json to Snowflake stage
[2026-03-19T09:37:44.775+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905582.json to Snowflake stage
[2026-03-19T09:37:44.915+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905589.json to Snowflake stage
[2026-03-19T09:37:45.045+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905600.json to Snowflake stage
[2026-03-19T09:37:45.170+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905610.json to Snowflake stage
[2026-03-19T09:37:45.356+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905620.json to Snowflake stage
[2026-03-19T09:37:45.561+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905630.json to Snowflake stage
[2026-03-19T09:37:45.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905667.json to Snowflake stage
[2026-03-19T09:37:45.910+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905709.json to Snowflake stage
[2026-03-19T09:37:46.038+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905719.json to Snowflake stage
[2026-03-19T09:37:46.220+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905740.json to Snowflake stage
[2026-03-19T09:37:46.387+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905747.json to Snowflake stage
[2026-03-19T09:37:46.554+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905757.json to Snowflake stage
[2026-03-19T09:37:46.698+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905767.json to Snowflake stage
[2026-03-19T09:37:46.858+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905777.json to Snowflake stage
[2026-03-19T09:37:47.038+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905788.json to Snowflake stage
[2026-03-19T09:37:47.295+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905798.json to Snowflake stage
[2026-03-19T09:37:47.456+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905809.json to Snowflake stage
[2026-03-19T09:37:47.651+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905819.json to Snowflake stage
[2026-03-19T09:37:47.808+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905829.json to Snowflake stage
[2026-03-19T09:37:48.014+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905839.json to Snowflake stage
[2026-03-19T09:37:48.169+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905849.json to Snowflake stage
[2026-03-19T09:37:48.321+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905860.json to Snowflake stage
[2026-03-19T09:37:48.470+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905870.json to Snowflake stage
[2026-03-19T09:37:48.591+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905880.json to Snowflake stage
[2026-03-19T09:37:48.722+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905891.json to Snowflake stage
[2026-03-19T09:37:49.088+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905901.json to Snowflake stage
[2026-03-19T09:37:49.258+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905912.json to Snowflake stage
[2026-03-19T09:37:49.419+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905922.json to Snowflake stage
[2026-03-19T09:37:49.551+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905932.json to Snowflake stage
[2026-03-19T09:37:49.708+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905942.json to Snowflake stage
[2026-03-19T09:37:49.842+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905953.json to Snowflake stage
[2026-03-19T09:37:50.064+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905963.json to Snowflake stage
[2026-03-19T09:37:50.241+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905973.json to Snowflake stage
[2026-03-19T09:37:50.391+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905983.json to Snowflake stage
[2026-03-19T09:37:50.540+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773905993.json to Snowflake stage
[2026-03-19T09:37:50.700+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906003.json to Snowflake stage
[2026-03-19T09:37:50.859+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906013.json to Snowflake stage
[2026-03-19T09:37:50.987+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906023.json to Snowflake stage
[2026-03-19T09:37:51.137+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906033.json to Snowflake stage
[2026-03-19T09:37:51.275+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906044.json to Snowflake stage
[2026-03-19T09:37:51.421+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906054.json to Snowflake stage
[2026-03-19T09:37:51.551+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906064.json to Snowflake stage
[2026-03-19T09:37:51.729+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906074.json to Snowflake stage
[2026-03-19T09:37:51.884+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906084.json to Snowflake stage
[2026-03-19T09:37:52.086+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906095.json to Snowflake stage
[2026-03-19T09:37:52.205+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906105.json to Snowflake stage
[2026-03-19T09:37:52.338+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906115.json to Snowflake stage
[2026-03-19T09:37:52.568+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906125.json to Snowflake stage
[2026-03-19T09:37:52.751+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906136.json to Snowflake stage
[2026-03-19T09:37:52.884+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906146.json to Snowflake stage
[2026-03-19T09:37:53.037+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906156.json to Snowflake stage
[2026-03-19T09:37:53.190+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906166.json to Snowflake stage
[2026-03-19T09:37:53.400+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906176.json to Snowflake stage
[2026-03-19T09:37:53.551+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906186.json to Snowflake stage
[2026-03-19T09:37:53.708+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906196.json to Snowflake stage
[2026-03-19T09:37:53.872+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906206.json to Snowflake stage
[2026-03-19T09:37:54.069+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906216.json to Snowflake stage
[2026-03-19T09:37:54.233+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906226.json to Snowflake stage
[2026-03-19T09:37:54.384+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906237.json to Snowflake stage
[2026-03-19T09:37:54.589+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906247.json to Snowflake stage
[2026-03-19T09:37:54.872+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906257.json to Snowflake stage
[2026-03-19T09:37:55.015+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773906267.json to Snowflake stage
